"bytes","date_uk","error","evidence_window_end","evidence_window_start","http_status","notes","observed_end","observed_start","output_path","published_at","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","temporal_role","temporal_validity_warning","url"
"0","27/05/2026","","","","","disabled by AQ26_NEWSAPI_ENABLED","","","","","provider_disabled","0","2026-05-27T19:44:50.579961+01:00","2026-05-27T18:44:50.579961+00:00","20260527T184450Z","","NewsAPI everything","news_api","skipped","failed_or_skipped","","newsapi://disabled"
"0","27/05/2026","","","","","disabled by AQ26_NEWSDATA_ENABLED","","","","","provider_disabled","0","2026-05-27T19:44:50.580598+01:00","2026-05-27T18:44:50.580598+00:00","20260527T184450Z","","NewsData.io news","news_api","skipped","failed_or_skipped","","newsdata://disabled"
"141","27/05/2026","ReadTimeout(ReadTimeoutError(""HTTPSConnectionPool(host='api.gdeltproject.org', port=443): Read timed out. (read timeout=35)""))","","","","non-critical warning","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/03_news_context/raw/gdelt_Newhaven_Energy_Recovery_Facility_Veolia_20260527T184450Z.json","","Newhaven Energy Recovery Facility Veolia","0","2026-05-27T19:45:25.670679+01:00","2026-05-27T18:45:25.670679+00:00","20260527T184450Z","3d20c894057ae2a053831a0b3d8d020b08ca45c88ba7ae278bab3996d90ba278","GDELT document API","news_api_warning","warning","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+Energy+Recovery+Facility+Veolia&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"2","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/03_news_context/raw/gdelt_Newhaven_incinerator_emissions_20260527T184450Z.json","","Newhaven incinerator emissions","0","2026-05-27T19:46:16.370135+01:00","2026-05-27T18:46:16.370135+00:00","20260527T184450Z","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","GDELT document API","news_api","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+incinerator+emissions&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/04_ground_aq_providers/raw/waqi_newhaven_incinerator_20260527T184450Z.json","","newhaven_incinerator","0","2026-05-27T19:46:17.076385+01:00","2026-05-27T18:46:17.076385+00:00","20260527T184450Z","aef9685fd6028f4c1bc58c885a6164af9c96812772d0f084c295147c4b3452f3","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.796;0.055/?token=***REDACTED***"
"509","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/05_weather/raw/openweather_current_newhaven_incinerator_20260527T184450Z.json","","newhaven_incinerator","0","2026-05-27T19:46:17.121912+01:00","2026-05-27T18:46:17.121912+00:00","20260527T184450Z","94cdb4f912909f3aae5897090807867b83eb72ad4d7033469af94f73a26bff1e","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/04_ground_aq_providers/raw/openweather_airpollution_newhaven_incinerator_20260527T184450Z.json","","newhaven_incinerator","1","2026-05-27T19:46:17.167656+01:00","2026-05-27T18:46:17.167656+00:00","20260527T184450Z","5239bb95afd0ae5dbf9ee0f6d8f82dd62098943462fdcd55cc9d6bee7818e501","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/04_ground_aq_providers/raw/waqi_lewes_20260527T184450Z.json","","lewes","0","2026-05-27T19:46:17.839253+01:00","2026-05-27T18:46:17.839253+00:00","20260527T184450Z","aef9685fd6028f4c1bc58c885a6164af9c96812772d0f084c295147c4b3452f3","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.873;0.008/?token=***REDACTED***"
"506","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/05_weather/raw/openweather_current_lewes_20260527T184450Z.json","","lewes","0","2026-05-27T19:46:17.885061+01:00","2026-05-27T18:46:17.885061+00:00","20260527T184450Z","e43e2bb2f2ea27c290901b850342807febeab3398e8ff232d93d1726008f2cd4","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-11-04_2024-11-11/04_ground_aq_providers/raw/openweather_airpollution_lewes_20260527T184450Z.json","","lewes","1","2026-05-27T19:46:17.931140+01:00","2026-05-27T18:46:17.931140+00:00","20260527T184450Z","ac16f342b8d4487f3d6008b573c6980bf17fecbca12eace36dfd8245514049af","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73"
