"bytes","date_uk","error","evidence_window_end","evidence_window_start","http_status","notes","observed_end","observed_start","output_path","published_at","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","temporal_role","temporal_validity_warning","url"
"0","27/05/2026","","","","","disabled by AQ26_NEWSAPI_ENABLED","","","","","provider_disabled","0","2026-05-27T06:16:29.974488+01:00","2026-05-27T05:16:29.974488+00:00","20260527T051629Z","","NewsAPI everything","news_api","skipped","failed_or_skipped","","newsapi://disabled"
"0","27/05/2026","","","","","disabled by AQ26_NEWSDATA_ENABLED","","","","","provider_disabled","0","2026-05-27T06:16:29.975134+01:00","2026-05-27T05:16:29.975134+00:00","20260527T051629Z","","NewsData.io news","news_api","skipped","failed_or_skipped","","newsdata://disabled"
"2","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/03_news_context/raw/gdelt_Newhaven_Energy_Recovery_Facility_Veolia_20260527T051629Z.json","","Newhaven Energy Recovery Facility Veolia","0","2026-05-27T06:17:20.211935+01:00","2026-05-27T05:17:20.211935+00:00","20260527T051629Z","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","GDELT document API","news_api","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+Energy+Recovery+Facility+Veolia&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"2","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/03_news_context/raw/gdelt_Newhaven_incinerator_emissions_20260527T051629Z.json","","Newhaven incinerator emissions","0","2026-05-27T06:17:42.684124+01:00","2026-05-27T05:17:42.684124+00:00","20260527T051629Z","44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a","GDELT document API","news_api","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+incinerator+emissions&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"1941","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/04_ground_aq_providers/raw/waqi_newhaven_incinerator_20260527T051629Z.json","","newhaven_incinerator","0","2026-05-27T06:17:43.359031+01:00","2026-05-27T05:17:43.359031+00:00","20260527T051629Z","e70e9bf6f72f490350dfbb160d9ae5db68bf070df8c6ee6081524066068a83b5","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.796;0.055/?token=***REDACTED***"
"511","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/05_weather/raw/openweather_current_newhaven_incinerator_20260527T051629Z.json","","newhaven_incinerator","0","2026-05-27T06:17:43.403567+01:00","2026-05-27T05:17:43.403567+00:00","20260527T051629Z","afd374ea2e7c0c7c17d981910366426c03b4c91de632d74072627a4b8692646f","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73&units=metric"
"186","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/04_ground_aq_providers/raw/openweather_airpollution_newhaven_incinerator_20260527T051629Z.json","","newhaven_incinerator","1","2026-05-27T06:17:43.448252+01:00","2026-05-27T05:17:43.448252+00:00","20260527T051629Z","f97c637fd5bce3dee4bb4f912761ec02d9aea4ceaa04f6559659f4a9f938f9f8","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73"
"1941","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/04_ground_aq_providers/raw/waqi_lewes_20260527T051629Z.json","","lewes","0","2026-05-27T06:17:44.122963+01:00","2026-05-27T05:17:44.122963+00:00","20260527T051629Z","e70e9bf6f72f490350dfbb160d9ae5db68bf070df8c6ee6081524066068a83b5","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.873;0.008/?token=***REDACTED***"
"507","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/05_weather/raw/openweather_current_lewes_20260527T051629Z.json","","lewes","0","2026-05-27T06:17:44.167943+01:00","2026-05-27T05:17:44.167943+00:00","20260527T051629Z","b1593b491082b26846e34c492f3503d5209c91474e58c3fbb4102ef6690f1965","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-08-26_2024-09-02/04_ground_aq_providers/raw/openweather_airpollution_lewes_20260527T051629Z.json","","lewes","1","2026-05-27T06:17:44.211989+01:00","2026-05-27T05:17:44.211989+00:00","20260527T051629Z","31a17c531a2bc601c9a9bd2818da0d6e58288536cb300e0144f55171487dbf16","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73"
