"bytes","date_uk","error","evidence_window_end","evidence_window_start","http_status","notes","observed_end","observed_start","output_path","published_at","query","record_count","retrieved_at_uk","retrieved_at_utc","run_ts","sha256","source_name","source_type","status","temporal_role","temporal_validity_warning","url"
"0","27/05/2026","","","","","disabled by AQ26_NEWSAPI_ENABLED","","","","","provider_disabled","0","2026-05-27T19:25:12.930345+01:00","2026-05-27T18:25:12.930345+00:00","20260527T182512Z","","NewsAPI everything","news_api","skipped","failed_or_skipped","","newsapi://disabled"
"0","27/05/2026","","","","","disabled by AQ26_NEWSDATA_ENABLED","","","","","provider_disabled","0","2026-05-27T19:25:12.930960+01:00","2026-05-27T18:25:12.930960+00:00","20260527T182512Z","","NewsData.io news","news_api","skipped","failed_or_skipped","","newsdata://disabled"
"102","27/05/2026","Please limit requests to one every 5 seconds or contact kalev.leetaru5@gmail.com for larger queries.

","","","429","non-critical warning","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/03_news_context/raw/gdelt_Newhaven_Energy_Recovery_Facility_Veolia_20260527T182512Z.json","","Newhaven Energy Recovery Facility Veolia","0","2026-05-27T19:25:49.958347+01:00","2026-05-27T18:25:49.958347+00:00","20260527T182512Z","e97dcd299a411214ad1fa5ae3b944719c65c34a6c9f0e2aed7eafb61532b5da1","GDELT document API","news_api_warning","warning","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+Energy+Recovery+Facility+Veolia&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"102","27/05/2026","Please limit requests to one every 5 seconds or contact kalev.leetaru5@gmail.com for larger queries.

","","","429","non-critical warning","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/03_news_context/raw/gdelt_Newhaven_incinerator_emissions_20260527T182512Z.json","","Newhaven incinerator emissions","0","2026-05-27T19:26:29.272351+01:00","2026-05-27T18:26:29.272351+00:00","20260527T182512Z","e97dcd299a411214ad1fa5ae3b944719c65c34a6c9f0e2aed7eafb61532b5da1","GDELT document API","news_api_warning","warning","current_context_only","current/live context only; do not interpret as historical observation","https://api.gdeltproject.org/api/v2/doc/doc?query=Newhaven+incinerator+emissions&mode=ArtList&format=json&maxrecords=50&sort=HybridRel"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/waqi_newhaven_incinerator_20260527T182512Z.json","","newhaven_incinerator","0","2026-05-27T19:26:29.946660+01:00","2026-05-27T18:26:29.946660+00:00","20260527T182512Z","5de31bc10a3290ef12e923490558012a42f18f5de4d6cb28bef34afb907d1fee","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.796;0.055/?token=***REDACTED***"
"509","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/05_weather/raw/openweather_current_newhaven_incinerator_20260527T182512Z.json","","newhaven_incinerator","0","2026-05-27T19:26:29.992574+01:00","2026-05-27T18:26:29.992574+00:00","20260527T182512Z","22f981a7991aa058a06edca8dab2daecb5ee51af41db81e51ed047028c403408","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73&units=metric"
"189","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/openweather_airpollution_newhaven_incinerator_20260527T182512Z.json","","newhaven_incinerator","1","2026-05-27T19:26:30.041282+01:00","2026-05-27T18:26:30.041282+00:00","20260527T182512Z","984e664ed332c7366773f5d1f498975f8685ff1183607d0c9a3626a13f753185","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.796&lon=0.055&appid=6dd68522123c97934487c2a593566e73"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/waqi_lewes_20260527T182512Z.json","","lewes","0","2026-05-27T19:26:30.721839+01:00","2026-05-27T18:26:30.721839+00:00","20260527T182512Z","5de31bc10a3290ef12e923490558012a42f18f5de4d6cb28bef34afb907d1fee","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.873;0.008/?token=***REDACTED***"
"506","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/05_weather/raw/openweather_current_lewes_20260527T182512Z.json","","lewes","0","2026-05-27T19:26:30.767515+01:00","2026-05-27T18:26:30.767515+00:00","20260527T182512Z","897298a52f22b919cebaaebcd2f7ac79102de6b7800cfaf1fb837d0d2d54e8d3","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73&units=metric"
"189","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/openweather_airpollution_lewes_20260527T182512Z.json","","lewes","1","2026-05-27T19:26:30.818076+01:00","2026-05-27T18:26:30.818076+00:00","20260527T182512Z","ebff0f8fa47b6b2ba0953df59267cd3a3bfa6e2c6c73927c288932238bb05ff3","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.873&lon=0.008&appid=6dd68522123c97934487c2a593566e73"
"1938","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/waqi_eastbourne_20260527T182512Z.json","","eastbourne","0","2026-05-27T19:26:31.506602+01:00","2026-05-27T18:26:31.506602+00:00","20260527T182512Z","5de31bc10a3290ef12e923490558012a42f18f5de4d6cb28bef34afb907d1fee","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.768;0.29/?token=***REDACTED***"
"513","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/05_weather/raw/openweather_current_eastbourne_20260527T182512Z.json","","eastbourne","0","2026-05-27T19:26:31.550397+01:00","2026-05-27T18:26:31.550397+00:00","20260527T182512Z","64fc66ceeafa3016fbe578614dbdeb64326eddf2146e2d798d54506b5bc3b3ec","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73&units=metric"
"188","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/openweather_airpollution_eastbourne_20260527T182512Z.json","","eastbourne","1","2026-05-27T19:26:31.594834+01:00","2026-05-27T18:26:31.594834+00:00","20260527T182512Z","ad32f41e54f3d34c93acd1ef1b6670ca44cabcff4a094e50d89ae28898099e9d","OpenWeather air pollution","ground_aq","ok","historical_observation","","https://api.openweathermap.org/data/2.5/air_pollution?lat=50.768&lon=0.29&appid=6dd68522123c97934487c2a593566e73"
"2052","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/04_ground_aq_providers/raw/waqi_brighton_20260527T182512Z.json","","brighton","0","2026-05-27T19:26:32.275807+01:00","2026-05-27T18:26:32.275807+00:00","20260527T182512Z","0870555180ffa00476b04522b49eadfee9de9eca809ab68e37144a925e7b743c","WAQI geospatial feed","ground_aq","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.waqi.info/feed/geo:50.822;-0.137/?token=***REDACTED***"
"498","27/05/2026","","","","200","","","","/home/runner/work/AirQuality26_v2/AirQuality26_v2/outputs/10_historical_backfill/week_2024-09-30_2024-10-07/05_weather/raw/openweather_current_brighton_20260527T182512Z.json","","brighton","0","2026-05-27T19:26:32.318732+01:00","2026-05-27T18:26:32.318732+00:00","20260527T182512Z","845757765c327656aa744c58a2c425a34b0713b5f1c17f3ec6835f242e5d996b","OpenWeather current weather","weather","ok","current_context_only","current/live context only; do not interpret as historical observation","https://api.openweathermap.org/data/2.5/weather?lat=50.822&lon=-0.137&appid=6dd68522123c97934487c2a593566e73&units=metric"
